tweet_id,favorites,retweet_count
796865951799083009,7685,1927
796759840936919040,11828,3028
796563435802726400,0,7252
796484825502875648,7581,1760
796387464403357696,11003,4131
796177847564038144,0,14278
796149749086875649,32256,14278
796125600683540480,4975,1807
796116448414461957,9103,2412
796080075804475393,8459,2308
796031486298386433,10804,3721
795464331001561088,49602,23548
795400264262053889,10057,2868
795076730285391872,16217,5438
794983741416415232,0,3371
794926597468000259,10254,2306
794355576146903043,0,10270
794332329137291264,9612,2684
794205286408003585,9231,3317
793962221541933056,16841,4884
793845145112371200,9223,1860
793614319594401792,0,3128
793601777308463104,7984,1618
793500921481273345,10684,2369
793286476301799424,24616,9155
793271401113350145,8710,2391
793256262322548741,19996,8331
793241302385262592,10520,3294
793226087023144960,9827,2884
793210959003287553,8927,2792
793195938047070209,15267,5624
793180763617361921,6938,1997
793165685325201412,9387,2782
793150605191548928,6184,1704
793135492858580992,6408,2496
793120401413079041,12663,3922
792913359805018113,14339,3982
792883833364439040,11312,4266
792773781206999040,7360,1679
792394556390137856,13429,4294
792050063153438720,7150,1792
791821351946420224,0,21076
791784077045166082,0,9553
791780927877898241,0,3817
791774931465953280,45118,22154
791672322847637504,11748,3128
791406955684368384,13150,4106
791312159183634433,8775,2533
791026214425268224,0,4088
790987426131050500,9826,2133
790946055508652032,16662,4694
790723298204217344,0,2307
790698755171364864,8215,1924
790581949425475584,20665,7125
790337589677002753,7819,1880
790277117346975746,12562,3176
790227638568808452,0,3561
789986466051088384,9249,2307
789960241177853952,0,4115
789903600034189313,10339,4131
789628658055020548,7490,1766
789599242079838210,6750,1924
789530877013393408,11726,3371
789314372632018944,8654,2297
789280767834746880,0,4912
789268448748703744,9124,2604
789137962068021249,9721,2787
788908386943430656,27429,12465
788765914992902144,27327,10270
788552643979468800,0,7155
788412144018661376,15543,5253
788178268662984705,7230,2096
788150585577050112,6114,1279
788070120937619456,0,3430
788039637453406209,6124,1312
787810552592695296,8611,3045
787717603741622272,10264,2768
787397959788929025,10877,2842
787322443945877504,7767,1739
787111942498508800,0,6735
786963064373534720,26637,7960
786729988674449408,0,2421
786709082849828864,18207,6100
786664955043049472,10575,2540
786595970293370880,9441,3119
786363235746385920,10873,3484
786286427768250368,7963,2825
786233965241827333,15213,4708
786051337297522688,1424,154
786036967502913536,0,6986
785927819176054784,11370,3173
785872687017132033,6689,1805
785639753186217984,7845,2236
785533386513321988,9093,1989
785515384317313025,6113,1255
785264754247995392,7251,1617
785170936622350336,11998,4808
784826020293709826,10096,3238
784517518371221505,8956,2524
784431430411685888,5704,1265
784183165795655680,20015,8002
784057939640352768,29697,11043
783839966405230592,29931,10725
783821107061198850,7347,1960
783695101801398276,10448,3195
783466772167098368,8429,2230
783391753726550016,16842,5438
783347506784731136,0,5508
783334639985389568,29055,11603
783085703974514689,8137,2190
782969140009107456,24057,7335
782747134529531904,7442,1405
782722598790725632,17203,5368
782598640137187329,7760,1870
782305867769217024,16578,5518
782021823840026624,0,6159
781955203444699136,11093,3348
781661882474196992,10391,2703
781655249211752448,3978,1124
781524693396357120,20669,5530
781308096455073793,7117,2541
781251288990355457,8394,2069
781163403222056960,9763,2739
780931614150983680,21541,7252
780858289093574656,7158,1996
780800785462489090,5457,1296
780601303617732608,12051,3347
780543529827336192,6269,1739
780496263422808064,0,3656
780476555013349377,0,112
780459368902959104,5273,1070
780192070812196864,8672,2226
780092040432480260,0,2285
780074436359819264,12109,4920
779834332596887552,18781,6986
779377524342161408,8749,3097
779124354206535695,0,18133
779056095788752897,14671,4501
778990705243029504,19839,7138
778774459159379968,0,9802
778764940568104960,863,360
778748913645780993,6854,1296
778650543019483137,5727,1486
778624900596654080,4609,1004
778408200802557953,13552,4284
778396591732486144,0,12108
778383385161035776,5797,1092
778286810187399168,10306,3259
778039087836069888,8451,2616
778027034220126208,6512,1592
777953400541634568,0,3497
777885040357281792,6308,1615
777684233540206592,11158,2918
777641927919427584,0,4197
777621514455814149,8677,2485
777189768882946048,14179,4270
776819012571455488,0,13553
776813020089548800,4847,1198
776477788987613185,8773,2747
776249906839351296,0,9024
776218204058357768,29660,15690
776201521193218049,9546,2502
776113305656188928,11687,4324
776088319444877312,1824,151
775898661951791106,0,16367
775842724423557120,11626,2631
775733305207554048,13782,3956
775729183532220416,12904,4554
775364825476165632,7337,2929
775350846108426240,10094,3871
775085132600442880,15439,4682
774757898236878852,8543,1772
774639387460112384,6680,1715
774314403806253056,21613,5461
773985732834758656,10646,3826
773922284943896577,6345,1736
773704687002451968,6543,1613
773670353721753600,5309,1297
773547596996571136,21950,6080
773336787167145985,0,5009
773308824254029826,23118,7407
773247561583001600,9393,3227
773191612633579521,9899,4070
772877495989305348,8484,3830
772826264096874500,7972,2327
772615324260794368,0,3350
772581559778025472,6433,1683
772193107915964416,5988,1373
772152991789019136,3771,1121
772117678702071809,3744,735
772114945936949249,2706,465
772102971039580160,3962,933
771908950375665664,6524,1877
771770456517009408,11894,3334
771500966810099713,8188,2579
771380798096281600,10383,5009
771171053431250945,0,7355
771136648247640064,9066,2890
771102124360998913,6182,1424
771014301343748096,6817,1637
770787852854652928,4886,1189
770772759874076672,5124,1404
770655142660169732,7275,1751
770414278348247044,6279,2079
770293558247038976,6167,1452
770093767776997377,0,3014
770069151037685760,7526,2271
769940425801170949,31014,9435
769695466921623552,6359,1664
769335591808995329,0,7637
769212283578875904,5344,1697
768970937022709760,14202,6418
768909767477751808,0,2632
768855141948723200,4148,874
768609597686943744,4076,1179
768596291618299904,4994,1270
768554158521745409,0,5760
768473857036525572,13497,3371
768193404517830656,10755,3497
767884188863397888,4705,1362
767754930266464257,15855,5324
767500508068192258,7427,2315
767191397493538821,12185,3708
767122157629476866,10085,2822
766864461642756096,0,5558
766793450729734144,5000,1340
766714921925144576,2592,374
766693177336135680,3969,783
766423258543644672,5934,1563
766313316352462849,6717,1868
766078092750233600,0,2584
766069199026450432,4180,841
766008592277377025,3702,492
765719909049503744,7150,2130
765669560888528897,5132,1214
765395769549590528,26367,3345
765371061932261376,6991,2140
765222098633691136,11510,3350
764857477905154048,6378,1758
764259802650378240,5952,1483
763956972077010945,755,54
763837565564780549,12427,4088
763183847194451968,5321,1450
763167063695355904,0,2958
763103485927849985,7287,2272
762699858130116608,11988,3561
762471784394268675,11093,6321
762464539388485633,10176,4115
762316489655476224,4749,1103
762035686371364864,31474,15327
761976711479193600,5337,1981
761750502866649088,0,3852
761745352076779520,4223,853
761672994376806400,48871,28625
761599872357261312,4081,1180
761371037149827077,0,17786
761334018830917632,5136,1433
761292947749015552,4432,1072
761227390836215808,5262,1545
761004547850530816,11186,3430
760893934457552897,3767,958
760656994973933572,6510,1882
760641137271070720,4921,1277
760539183865880579,7468,3561
760521673607086080,4163,1369
760290219849637889,26464,11286
760252756032651264,3902,857
760190180481531904,5625,1770
760153949710192640,0,30
759943073749200896,5878,2043
759923798737051648,14503,5558
759846353224826880,6650,1934
759793422261743616,5875,1876
759557299618865152,4626,1168
759447681597108224,8370,2421
759446261539934208,1650,478
759197388317847553,5996,1913
759159934323924993,0,1135
759099523532779520,14320,4090
759047813560868866,6409,1976
758854675097526272,3506,884
758828659922702336,11064,3775
758740312047005698,5667,1593
758474966123810816,3750,987
758467244762497024,4730,2177
758405701903519748,5141,1877
758355060040593408,3345,1042
758099635764359168,18800,9802
758041019896193024,2663,368
757741869644341248,6782,3198
757729163776290825,0,7762
757725642876129280,4477,1191
757611664640446465,4503,1090
757597904299253760,0,296
757596066325864448,4264,1038
757400162377592832,14918,6730
757393109802180609,5730,1708
757354760399941633,4463,1397
756998049151549440,6186,1954
756939218950160384,6549,1968
756651752796094464,4971,1275
756526248105566208,10263,3510
756303284449767430,3874,1089
756288534030475264,43389,17380
756275833623502848,6312,1505
755955933503782912,7204,2828
755206590534418437,16188,5261
755110668769038337,20881,10890
754874841593970688,0,7759
754856583969079297,6810,2469
754747087846248448,2550,511
754482103782404096,5211,1919
754449512966619136,3686,722
754120377874386944,7772,2317
753655901052166144,5756,2133
753420520834629632,7781,3487
753398408988139520,5668,1869
753375668877008896,7529,2285
753298634498793472,0,5579
753294487569522689,3315,1021
753039830821511168,36549,20480
753026973505581056,3870,945
752932432744185856,12433,6735
752917284578922496,6838,1546
752701944171524096,0,2803
752682090207055872,5923,1564
752660715232722944,4314,1528
752568224206688256,5404,2234
752519690950500352,7258,3385
752334515931054080,3763,1075
752309394570878976,0,15912
752173152931807232,5864,1800
751950017322246144,3021,894
751937170840121344,5105,1299
751830394383790080,5717,1907
751793661361422336,5725,2843
751598357617971201,7802,2988
751583847268179968,4322,1075
751538714308972544,4958,1235
751456908746354688,3168,983
751251247299190784,12319,5762
751205363882532864,6220,1778
751132876104687617,4985,1278
750868782890057730,4710,1336
750719632563142656,12947,4912
750506206503038976,4383,1123
750429297815552001,12959,4197
750383411068534784,4496,1129
750381685133418496,681,27
750147208377409536,3054,939
750132105863102464,3553,1265
750117059602808832,4265,1282
750101899009982464,2994,825
750086836815486976,2133,523
750071704093859840,7705,3249
750056684286914561,3114,880
750041628174217216,3117,600
750026558547456000,2679,770
750011400160841729,3188,886
749996283729883136,3013,801
749981277374128128,5034,2415
749774190421639168,4588,1298
749417653287129088,5998,1616
749403093750648834,2573,522
749395845976588288,8415,3363
749317047558017024,5401,2193
749075273010798592,5662,2037
749064354620928000,4727,1500
749036806121881602,3043,777
748977405889503236,10583,3323
748932637671223296,5705,2201
748705597323898880,2732,932
748699167502000129,4667,1551
748692773788876800,4179,1305
748575535303884801,5955,1937
748568946752774144,2165,659
748346686624440324,5137,1210
748337862848962560,7493,4014
748324050481647620,3623,741
748307329658011649,3617,698
748220828303695873,13887,7604
747963614829678593,5677,2091
747933425676525569,6497,2490
747885874273214464,2885,947
747844099428986880,2773,731
747816857231626240,4757,1132
747651430853525504,1361,151
747648653817413632,12644,5722
747600769478692864,2288,548
747594051852075008,3602,1035
747512671126323200,5416,1578
747461612269887489,3801,1022
747439450712596480,5317,1870
747242308580548608,0,2843
747219827526344708,5157,1529
747204161125646336,3303,893
747103485104099331,9379,3866
746906459439529985,2850,290
746872823977771008,5867,2086
746818907684614144,5229,1702
746790600704425984,4773,1561
746757706116112384,9384,3817
746726898085036033,5927,1754
746542875601690625,4938,1841
746521445350707200,0,962
746507379341139972,4572,1061
746369468511756288,6068,1596
746131877086527488,6776,2140
746056683365994496,3505,793
745789745784041472,3949,1041
745712589599014916,6862,2278
745433870967832576,6937,2481
745422732645535745,8406,2369
745314880350101504,7021,2693
745074613265149952,7671,3393
745057283344719872,7110,2193
744995568523612160,2918,597
744971049620602880,7727,2623
744709971296780288,5492,1525
744334592493166593,6649,2054
744234799360020481,153077,75806
744223424764059648,1627,353
743980027717509120,4090,1070
743895849529389061,3585,944
743835915802583040,0,2017
743609206067040256,4383,1352
743595368194129920,17950,6355
743545585370791937,3460,920
743510151680958465,7767,3645
743253157753532416,4141,1193
743222593470234624,6070,1858
743210557239623680,3762,1331
742534281772302336,6917,3483
742528092657332225,4324,1915
742465774154047488,7113,3823
742423170473463808,9615,3656
742385895052087300,6660,1916
742161199639494656,4222,1332
742150209887731712,4999,1510
741793263812808706,4439,1469
741743634094141440,8001,2676
741438259667034112,3608,800
741303864243200000,8592,3126
741099773336379392,9759,5365
741067306818797568,9320,3014
740995100998766593,6207,2655
740711788199743490,3329,912
740699697422163968,2785,759
740676976021798912,17763,6644
740373189193256964,34253,12970
740365076218183684,2409,421
740359016048689152,3224,845
740214038584557568,6544,1915
739979191639244800,19482,5760
739932936087216128,3966,1053
739844404073074688,3718,836
739623569819336705,3681,1325
739606147276148736,5266,1609
739544079319588864,38579,20643
739485634323156992,6992,2851
739238157791694849,113188,56410
738891149612572673,105,6
738885046782832640,3684,1112
738883359779196928,3228,769
738537504001953792,4968,1487
738402415918125056,3179,805
738184450748633089,4224,1183
738166403467907072,8552,3253
738156290900254721,2443,622
737826014890496000,5138,1720
737800304142471168,9748,3360
737678689543020544,4917,1277
737445876994609152,9999,4321
737322739594330112,3521,787
737310737551491075,14304,7209
736736130620620800,4136,1679
736392552031657984,17261,7155
736365877722001409,3873,1203
736225175608430592,7901,2708
736010884653420544,7696,2891
735991953473572864,3506,1113
735648611367784448,3943,1075
735635087207878657,6007,2276
735274964362878976,12703,4874
735256018284875776,3247,853
735137028879360001,3057,948
734912297295085568,2683,513
734787690684657664,12212,6114
734776360183431168,2439,521
734559631394082816,1449,384
733828123016450049,3489,756
733822306246479872,3576,993
733482008106668032,3053,919
733460102733135873,4077,1239
733109485275860992,48988,16367
732732193018155009,2368,519
732726085725589504,3462,864
732585889486888962,3573,758
732375214819057664,7881,2439
732005617171337216,14496,5233
