tweet_id,favorites,retweet_count
731285275100512256,3411,969
731156023742988288,3744,1227
730924654643314689,5991,1921
730573383004487680,4763,2073
730427201120833536,3399,1014
730211855403241472,3726,1030
730196704625098752,4714,1835
729854734790754305,3927,1089
729838605770891264,1686,368
729823566028484608,3875,1214
729463711119904772,5640,2248
729113531270991872,1832,309
728986383096946689,3069,797
728760639972315136,4547,1651
728751179681943552,2695,657
728653952833728512,3228,1009
728409960103686147,4774,1930
728387165835677696,3611,935
728046963732717569,4183,1168
728035342121635841,4442,1624
728015554473250816,4021,1076
727685679342333952,2882,618
727644517743104000,5719,1691
727524757080539137,4363,1181
727314416056803329,3250,719
727286334147182592,2979,792
727175381690781696,3815,1347
727155742655025152,3536,1287
726935089318363137,6694,2363
726887082820554753,3731,1476
726828223124897792,3479,976
726224900189511680,4308,1106
725842289046749185,6899,2584
725786712245440512,4071,1332
725729321944506368,5077,1723
725458796924002305,1382,594
724983749226668032,3643,1270
724771698126512129,2282,615
724405726123311104,5146,1607
724049859469295616,4224,1725
724046343203856385,2596,542
724004602748780546,4086,1493
723912936180330496,3788,1191
723688335806480385,7473,2843
723673163800948736,2938,862
723179728551723008,5162,1801
722974582966214656,3990,1522
722613351520608256,4846,1589
721503162398597120,4497,1772
721001180231503872,2469,594
720785406564900865,3031,744
720775346191278080,2405,640
720415127506415616,4028,1453
720389942216527872,6198,2427
720340705894408192,2798,946
720059472081784833,3763,1094
720043174954147842,4784,1943
719991154352222208,4705,1687
719704490224398336,4419,1381
719551379208073216,4925,1834
719367763014393856,2724,722
719339463458033665,4322,1195
719332531645071360,3344,918
718971898235854848,3394,1045
718939241951195136,5110,1700
718631497683582976,18368,7772
718613305783398402,2372,467
718540630683709445,2387,985
718460005985447936,2629,510
718454725339934721,4736,1471
718246886998687744,1862,481
718234618122661888,3771,959
717841801130979328,2390,588
717790033953034240,2800,1071
717537687239008257,5618,1787
717428917016076293,1577,433
717421804990701568,3079,814
717047459982213120,6123,1866
717009362452090881,3153,935
716802964044845056,4174,1136
716791146589110272,7977,1529
716730379797970944,1201,415
716447146686459905,12698,5677
716439118184652801,2322,203
716285507865542656,2698,1014
716080869887381504,6599,1847
715928423106027520,3114,853
715758151270801409,3624,1385
715733265223708672,4544,1639
715704790270025728,2710,554
715696743237730304,3816,1254
715680795826982913,4179,1560
715360349751484417,5324,1514
715342466308784130,2971,668
715220193576927233,2364,629
715200624753819648,5008,1817
715009755312439296,4043,1187
714982300363173890,3635,1006
714962719905021952,7162,4122
714957620017307648,4036,1368
714631576617938945,3197,962
714606013974974464,3535,900
714485234495041536,2600,1090
714258258790387713,2959,706
714251586676113411,3183,810
714214115368108032,2219,845
714141408463036416,4209,1356
713919462244790272,3210,771
713909862279876608,1847,522
713900603437621249,2769,712
713761197720473600,4735,1330
713411074226274305,4314,1263
713177543487135744,7035,2768
713175907180089344,4340,1434
712809025985978368,18545,6522
712717840512598017,11984,4808
712668654853337088,4071,1179
712438159032893441,5181,1518
712309440758808576,231,25
712097430750289920,3676,1004
712092745624633345,2865,859
712085617388212225,3195,474
712065007010385924,2200,603
711998809858043904,0,123
711968124745228288,7837,2233
711743778164514816,2766,963
711732680602345472,8600,3968
711694788429553666,32009,17786
711652651650457602,3759,888
711363825979756544,3542,1100
711306686208872448,3215,716
711008018775851008,2924,594
710997087345876993,4457,1343
710844581445812225,2478,663
710833117892898816,2618,516
710658690886586372,2251,545
710609963652087808,4677,2304
710588934686908417,4416,1808
710296729921429505,2320,717
710283270106132480,2100,508
710272297844797440,4418,1212
710269109699739648,2332,1085
710153181850935296,2834,868
710140971284037632,2680,854
710117014656950272,5320,1925
709918798883774466,3415,1058
709901256215666688,644,99
709852847387627521,3425,1167
709566166965075968,3463,1165
709556954897764353,3205,1039
709519240576036864,1459,231
709449600415961088,2157,555
709409458133323776,2547,659
709225125749587968,2363,560
709207347839836162,12180,5602
709198395643068416,2384,623
709179584944730112,1955,651
709158332880297985,1989,405
709042156699303936,4612,1580
708853462201716736,1763,642
708845821941387268,2907,874
708834316713893888,1646,489
708810915978854401,16042,6726
708738143638450176,2689,788
708711088997666817,2467,696
708479650088034305,2480,663
708469915515297792,3026,795
708400866336894977,15558,9769
708356463048204288,3493,1279
708349470027751425,2300,718
708149363256774660,4185,1511
708130923141795840,3299,831
708119489313951744,2630,956
708109389455101952,1896,538
708026248782585858,4283,1873
707995814724026368,3056,1097
707983188426153984,49,2
707969809498152960,2629,933
707776935007539200,3197,927
707741517457260545,2429,593
707738799544082433,3982,2395
707693576495472641,3307,962
707629649552134146,2507,843
707610948723478529,16545,6159
707420581654872064,2208,674
707411934438625280,2242,581
707387676719185920,3411,1248
707377100785885184,3195,1060
707315916783140866,2415,622
707297311098011648,2711,760
707059547140169728,2536,655
707038192327901184,2133,763
707021089608753152,3982,1314
707014260413456384,2261,582
706904523814649856,14208,7637
706901761596989440,1999,567
706681918348251136,3221,949
706644897839910912,2511,1056
706593038911545345,2107,613
706538006853918722,3390,1389
706516534877929472,3045,1007
706346369204748288,3374,903
706310011488698368,20763,7691
706291001778950144,1668,465
706265994973601792,2671,910
706169069255446529,3813,2142
706166467411222528,5031,1557
706153300320784384,1450,375
705975130514706432,3029,710
705970349788291072,3109,869
705898680587526145,2310,538
705786532653883392,1885,503
705591895322394625,3098,1118
705475953783398401,2894,887
705442520700944385,4316,1573
705428427625635840,3716,1629
705239209544720384,2929,733
705223444686888960,2537,778
705102439679201280,2091,504
705066031337840642,2140,604
704871453724954624,4180,1092
704859558691414016,2199,523
704847917308362754,4954,1481
704819833553219584,2579,952
704761120771465216,6487,2843
704499785726889984,2845,990
704491224099647488,733,76
704480331685040129,3312,1039
704364645503647744,7798,3455
704347321748819968,1543,340
704134088924532736,1472,444
704113298707505153,1811,557
704054845121142784,2849,892
703774238772166656,1794,442
703769065844768768,3193,1110
703631701117943808,2512,657
703611486317502464,3742,1487
703425003149250560,3720,1327
703407252292673536,2378,675
703382836347330562,3417,1114
703356393781329922,1868,374
703268521220972544,1934,532
703079050210877440,7205,2994
703041949650034688,25701,12108
702932127499816960,2521,700
702899151802126337,1581,442
702684942141153280,3154,1043
702671118226825216,2145,545
702598099714314240,11946,3349
702539513671897089,2811,932
702332542343577600,3110,1509
702321140488925184,3204,1015
702276748847800320,2413,753
702217446468493312,4674,1307
701981390485725185,3365,962
701952816642965504,3759,1000
701889187134500865,3459,1351
701805642395348998,3328,1622
701601587219795968,2047,440
701570477911896070,2749,907
701545186879471618,2606,594
701214700881756160,11905,4948
700890391244103680,2170,553
700864154249383937,2543,606
700847567345688576,2401,490
700796979434098688,2380,916
700747788515020802,22290,9024
700518061187723268,2547,776
700505138482569216,2243,552
700462010979500032,4023,1736
700167517596164096,2569,711
700151421916807169,2190,653
700143752053182464,7346,2632
700062718104104960,2583,671
700029284593901568,2026,571
700002074055016451,3231,1304
699801817392291840,2973,925
699788877217865730,2182,498
699779630832685056,2674,1202
699775878809702401,1917,586
699691744225525762,10049,4478
699446877801091073,5815,2547
699434518667751424,2125,502
699423671849451520,1330,317
699413908797464576,2037,613
699370870310113280,1851,428
699323444782047232,3083,837
699088579889332224,2203,614
699079609774645248,2390,636
699072405256409088,2900,1155
699060279947165696,3651,1752
699036661657767936,2548,1173
698989035503689728,3270,949
698953797952008193,2620,889
698907974262222848,2485,606
698710712454139905,2407,662
698703483621523456,1418,366
698635131305795584,1265,334
698549713696649216,2270,609
698355670425473025,1807,434
698342080612007937,2225,937
698262614669991936,4658,1945
698195409219559425,16392,5810
698178924120031232,2752,721
697995514407682048,1490,327
697990423684476929,3212,1262
697943111201378304,2337,657
697881462549430272,2948,1136
697630435728322560,1708,528
697616773278015490,3086,986
697596423848730625,2948,1228
697575480820686848,1999,486
697516214579523584,2003,1085
697482927769255936,2362,650
697463031882764288,3347,1367
697270446429966336,4596,1831
697259378236399616,3227,978
697255105972801536,2987,1124
697242256848379904,2462,649
696900204696625153,3095,998
696894894812565505,2294,669
696886256886657024,4738,1750
696877980375769088,2394,692
696754882863349760,1452,355
696744641916489729,2026,906
696713835009417216,2319,629
696518437233913856,3815,1671
696490539101908992,1187,139
696488710901260288,2457,990
696405997980676096,3125,1128
696100768806522880,1884,632
695816827381944320,2946,1132
695794761660297217,3092,749
695767669421768709,1812,719
695629776980148225,4468,2038
695446424020918272,4300,1766
695409464418041856,8485,3483
695314793360662529,3546,1411
695095422348574720,2580,595
695074328191332352,2777,1066
695064344191721472,1565,577
695051054296211456,2599,770
694925794720792577,2633,895
694905863685980160,2681,912
694669722378485760,34996,13966
694356675654983680,1472,280
694352839993344000,1985,598
694342028726001664,1547,476
694329668942569472,1953,489
694206574471057408,4074,1986
694183373896572928,2880,904
694001791655137281,3327,997
693993230313091072,1840,393
693942351086120961,1706,357
693647888581312512,2617,568
693644216740769793,1321,121
693642232151285760,2483,402
693629975228977152,2391,774
693622659251335168,1504,362
693590843962331137,4932,1900
693582294167244802,1608,239
693486665285931008,1732,616
693280720173801472,3276,1205
693267061318012928,2327,791
693262851218264065,2157,484
693231807727280129,2810,721
693155686491000832,7709,3130
693109034023534592,1673,594
693095443459342336,1811,446
692919143163629568,2620,733
692905862751522816,2372,847
692901601640583168,1721,587
692894228850999298,2211,775
692828166163931137,2803,862
692752401762250755,6660,3539
692568918515392513,4263,1492
692535307825213440,3084,1325
692530551048294401,1792,403
692423280028966913,1445,220
692417313023332352,9154,3362
692187005137076224,2476,791
692158366030913536,2102,769
692142790915014657,1610,384
692041934689402880,3321,1234
692017291282812928,2825,927
691820333922455552,3873,1604
691793053716221953,7960,4112
691756958957883396,2781,969
691675652215414786,1911,495
691483041324204033,2329,549
691459709405118465,3958,1110
691444869282295808,2585,828
691416866452082688,18876,7435
691321916024623104,2516,639
691096613310316544,2895,859
691090071332753408,1686,325
690989312272396288,5770,2794
690959652130045952,3498,1214
690938899477221376,3994,1891
690932576555528194,3206,986
690735892932222976,3695,1227
690728923253055490,2126,505
690690673629138944,2272,801
690649993829576704,1271,266
690607260360429569,291,18
690597161306841088,1907,585
690400367696297985,1845,436
690374419777196032,3180,823
690360449368465409,2610,858
690348396616552449,1471,501
690248561355657216,1639,404
690021994562220032,2733,997
690015576308211712,2433,714
690005060500217858,3583,1634
689999384604450816,1383,358
689993469801164801,1423,438
689977555533848577,1340,435
689905486972461056,2390,684
689877686181715968,2970,1128
689835978131935233,2119,728
689661964914655233,3154,907
689659372465688576,10135,3744
689623661272240129,2175,625
689599056876867584,11386,5357
689557536375177216,2004,444
689517482558820352,3317,1391
689289219123089408,2202,909
689283819090870273,3185,1064
689280876073582592,1941,688
689275259254616065,1117,238
689255633275777024,2498,1057
689154315265683456,3014,970
689143371370250240,1977,492
688916208532455424,2655,838
688908934925697024,2063,742
688898160958271489,2045,760
688894073864884227,2186,666
688828561667567616,1350,360
688804835492233216,946,188
688789766343622656,2171,644
688547210804498433,2542,680
688519176466644993,2270,711
688385280030670848,9071,4350
688211956440801280,2188,808
688179443353796608,2085,571
688116655151435777,2767,752
688064179421470721,1693,352
687841446767013888,5350,2432
687826841265172480,2687,1094
687818504314159109,2427,927
687807801670897665,2344,695
687732144991551489,1717,643
687704180304273409,2380,819
687664829264453632,1893,500
687494652870668288,1854,562
687480748861947905,1567,232
687476254459715584,1939,518
687460506001633280,2013,532
687399393394311168,1851,601
687317306314240000,19693,8919
687312378585812992,4262,1847
687127927494963200,5300,2211
687124485711986689,2132,493
687109925361856513,5662,2387
687102708889812993,2295,947
687096057537363968,2187,590
686947101016735744,8447,3103
686760001961103360,3438,1347
686749460672679938,3401,1413
686730991906516992,4040,1166
686683045143953408,2763,780
686618349602762752,3616,1324
686606069955735556,1847,527
686394059078897668,1702,669
686386521809772549,3183,860
686377065986265092,2155,552
686358356425093120,2134,649
686286779679375361,3919,1623
686050296934563840,2167,707
686035780142297088,1122,112
686034024800862208,3004,1112
686007916130873345,2423,399
686003207160610816,1787,607
685973236358713344,2051,509
685943807276412928,1590,578
685906723014619143,7327,2784
685681090388975616,1983,119
685667379192414208,2306,548
685663452032069632,3158,1415
685641971164143616,2860,753
685547936038666240,32123,15146
685532292383666176,2958,1126
685325112850124800,9224,3852
685321586178670592,2587,616
685315239903100929,3216,1011
685307451701334016,2027,427
685268753634967552,3022,1170
685198997565345792,2284,652
685169283572338688,4021,1394
684969860808454144,2334,358
684959798585110529,6656,3038
684940049151070208,3135,1015
684926975086034944,3409,451
684914660081053696,3419,1413
684902183876321280,1822,512
684880619965411328,2037,788
684830982659280897,34224,21077
684800227459624960,2676,980
684594889858887680,8698,3411
684588130326986752,4015,1374
684567543613382656,2940,1176
684538444857667585,2594,923
684481074559381504,3793,1139
684460069371654144,1927,543
684241637099323392,7926,3175
684225744407494656,1206,201
684222868335505415,3737,1325
684200372118904832,2106,1012
684195085588783105,1859,494
684188786104872960,3413,1134
684177701129875456,1971,646
684147889187209216,2927,1480
684122891630342144,1964,460
684097758874210310,4008,1397
683857920510050305,3718,1089
683852578183077888,1888,337
683849932751646720,2551,925
683834909291606017,2558,1085
683828599284170753,2729,1038
683773439333797890,3262,1304
683742671509258241,6307,3210
683515932363329536,7154,2803
683498322573824003,3097,939
683481228088049664,2604,972
683462770029932544,2366,655
683449695444799489,3781,1570
683391852557561860,7457,2336
683357973142474752,2833,892
683142553609318400,2802,1012
683111407806746624,3324,885
683098815881154561,2118,638
683078886620553216,1948,547
683030066213818368,2118,724
682962037429899265,35833,15998
682808988178739200,1737,162
682788441537560576,2415,1079
682750546109968385,1489,425
682697186228989953,1288,354
682662431982772225,2984,1043
682638830361513985,2021,578
682429480204398592,3346,1120
682406705142087680,7375,1705
682393905736888321,2180,648
682389078323662849,1619,450
682303737705140231,2976,948
682259524040966145,4029,1159
682242692827447297,3146,1121
682088079302213632,17774,9553
682059653698686977,4820,1623
682047327939461121,3115,915
682032003584274432,6428,1938
682003177596559360,3042,1471
681981167097122816,2741,1005
681891461017812993,2412,792
681694085539872773,12500,3944
681679526984871937,1721,429
681654059175129088,2569,895
681610798867845120,1848,449
681579835668455424,3454,1260
681523177663676416,13914,5579
681340665377193984,1606,271
681339448655802368,9066,3966
681320187870711809,2575,718
681302363064414209,3829,1761
681297372102656000,3131,920
681281657291280384,3150,1069
681261549936340994,1424,263
681242418453299201,1447,512
681231109724700672,2348,467
681193455364796417,3603,1431
680970795137544192,2353,635
680959110691590145,4466,1944
680940246314430465,3108,1013
680934982542561280,2039,420
680913438424612864,2350,601
680889648562991104,1713,354
680836378243002368,3368,1281
680805554198020098,2095,647
680801747103793152,2322,799
680798457301471234,2767,1001
680609293079592961,2560,673
680583894916304897,3526,1285
680497766108381184,4130,1848
680494726643068929,1676,470
680473011644985345,2484,726
680440374763077632,1415,486
680221482581123072,1428,285
680206703334408192,2755,1124
680191257256136705,2089,482
680176173301628928,3796,1496
680161097740095489,2261,713
680145970311643136,3513,1689
680130881361686529,2229,908
680115823365742593,2656,874
680100725817409536,3487,1327
680085611152338944,12471,8704
680070545539371008,2517,830
679877062409191424,1937,630
679872969355714560,2139,646
679862121895714818,2386,597
679854723806179328,2773,1184
679844490799091713,2306,734
679828447187857408,35259,13553
679777920601223168,3027,1062
679736210798047232,2039,765
679729593985699840,2106,797
679722016581222400,1620,453
679530280114372609,4640,2015
679527802031484928,2564,698
679511351870550016,3267,1223
679503373272485890,3084,1417
679475951516934144,2037,620
679462823135686656,30616,18133
679405845277462528,2299,1160
679158373988876288,20649,7759
679148763231985668,2705,993
679132435750195208,2895,1113
679111216690831360,5802,2491
679062614270468097,16428,7762
679047485189439488,2178,640
679001094530465792,2753,1177
678991772295516161,2218,1110
678969228704284672,1588,439
678800283649069056,2495,863
678798276842360832,3355,1114
678774928607469569,2729,871
678767140346941444,3417,1309
678764513869611008,1587,454
678755239630127104,6867,3149
678740035362037760,3628,1594
678708137298427904,5416,2332
678675843183484930,2774,1402
678643457146150913,1982,385
678446151570427904,3874,1475
678424312106393600,5303,2442
678410210315247616,4067,1733
678399652199309312,77590,30646
678396796259975168,1547,399
678389028614488064,1809,405
678380236862578688,2356,870
678341075375947776,1678,513
678334497360859136,1260,237
678278586130948096,11060,5852
678255464182861824,1533,350
678023323247357953,1851,365
678021115718029313,13166,6077
677961670166224897,3306,1617
677918531514703872,1292,390
677895101218201600,4646,1985
677716515794329600,2944,942
677700003327029250,3270,1392
677698403548192770,1189,308
677687604918272002,2414,809
677673981332312066,3217,1441
677662372920729601,1880,910
677644091929329666,1792,773
677573743309385728,2061,674
677565715327688705,1258,442
677557565589463040,2372,1108
677547928504967168,6700,3526
677530072887205888,1031,220
677335745548390400,2933,1691
677334615166730240,1299,274
677331501395156992,1048,227
677328882937298944,3519,1441
677314812125323265,1585,514
677301033169788928,1186,388
677269281705472000,1907,678
677228873407442944,3431,1572
677187300187611136,2629,877
676975532580409345,2664,1021
676957860086095872,2163,778
676949632774234114,1255,379
676948236477857792,2077,826
676946864479084545,1672,351
676942428000112642,1996,715
676936541936185344,12256,4744
676916996760600576,2861,1732
676897532954456065,2165,700
676864501615042560,2009,672
676821958043033607,22044,14863
676819651066732545,1749,634
676811746707918848,1372,409
676776431406465024,4807,1939
676617503762681856,2764,914
676613908052996102,1036,192
676606785097199616,1826,414
676603393314578432,1117,366
676593408224403456,4380,2055
676590572941893632,885,116
676588346097852417,2217,746
676582956622721024,1146,262
676575501977128964,2470,1066
676533798876651520,1804,525
676496375194980353,1465,509
676470639084101634,11156,4467
676440007570247681,1653,630
676430933382295552,1342,323
676263575653122048,2000,515
676237365392908289,1158,271
676219687039057920,73479,29632
676215927814406144,1663,550
676191832485810177,2186,988
676146341966438401,1845,633
676121918416756736,2077,1113
676101918813499392,2717,1117
676098748976615425,2870,1348
676089483918516224,1255,417
675898130735476737,1544,541
675891555769696257,2035,816
675888385639251968,2277,910
675878199931371520,3995,1337
675870721063669760,1558,538
675853064436391936,2575,1223
675849018447167488,903,137
675845657354215424,2165,833
675822767435051008,1456,512
675820929667219457,999,225
675798442703122432,9813,3268
675781562965868544,1551,446
675740360753160193,1118,327
675710890956750848,1802,772
675707330206547968,1886,647
675706639471788032,617,90
675534494439489536,1761,389
675531475945709568,1128,362
675522403582218240,990,273
675517828909424640,1233,442
675501075957489664,16389,5557
675497103322386432,2997,1224
675489971617296384,1235,564
675483430902214656,1763,926
675432746517426176,1449,544
675372240448454658,1608,493
675362609739206656,1006,219
675354435921575936,31026,15912
675349384339542016,3741,2159
675334060156301312,2636,1218
675166823650848770,3392,1500
675153376133427200,5942,2432
675149409102012420,3563,1602
675147105808306176,898,219
675146535592706048,1120,277
675145476954566656,2033,844
675135153782571009,1241,449
675113801096802304,1851,742
675111688094527488,914,238
675109292475830276,2667,1065
675047298674663426,1008,304
675015141583413248,2570,1118
675006312288268288,929,209
675003128568291329,1489,437
674999807681908736,2130,1046
674805413498527744,820,338
674800520222154752,2869,806
674793399141146624,2381,1031
674790488185167872,1047,236
674788554665512960,772,197
674781762103414784,1911,1129
674774481756377088,1055,447
674767892831932416,1727,734
674764817387900928,753,224
674754018082705410,1297,415
674752233200820224,1388,438
674743008475090944,1321,519
674742531037511680,459,49
674739953134403584,1042,366
674737130913071104,613,82
674690135443775488,1091,447
674670581682434048,1531,609
674664755118911488,867,232
674646392044941312,1363,459
674644256330530816,987,258
674638615994089473,1603,553
674632714662858753,1429,544
674606911342424069,890,93
674468880899788800,5933,1913
674447403907457024,1011,341
674436901579923456,1057,368
674422304705744896,1359,509
674416750885273600,656,130
674410619106390016,1141,435
674394782723014656,1442,540
674372068062928900,809,300
674330906434379776,537,71
674318007229923329,1337,487
674307341513269249,10777,6545
674291837063053312,13941,5508
674271431610523648,1482,688
674269164442398721,868,216
674265582246694913,1548,791
674262580978937856,1246,426
674255168825880576,1389,512
674082852460433408,724,157
674075285688614912,940,267
674063288070742018,6048,2058
674053186244734976,3125,1213
674051556661161984,1379,462
674045139690631169,1332,601
674042553264685056,686,119
674038233588723717,1050,397
674036086168010753,812,193
674024893172875264,1680,1147
674019345211760640,1071,286
674014384960745472,1478,602
674008982932058114,1134,335
673956914389192708,1851,901
673919437611909120,1112,350
673906403526995968,3007,1540
673887867907739649,890,240
673716320723169284,2926,706
673715861853720576,3351,1935
673711475735838725,989,283
673709992831262724,794,252
673708611235921920,1018,269
673707060090052608,1043,368
673705679337693185,1195,386
673700254269775872,1356,533
673697980713705472,3749,1838
673689733134946305,1648,607
673688752737402881,1193,464
673686845050527744,1359,405
673680198160809984,1298,434
673662677122719744,1190,345
673656262056419329,686,221
673636718965334016,1044,338
673612854080196609,1513,674
673583129559498752,1132,338
673580926094458881,785,257
673576835670777856,1307,528
673363615379013632,974,285
673359818736984064,1367,629
673355879178194945,1420,536
673352124999274496,1578,508
673350198937153538,715,195
673345638550134785,2368,1182
673343217010679808,916,252
673342308415348736,1204,538
673320132811366400,12715,7355
673317986296586240,833,237
673295268553605120,7102,2958
673270968295534593,1016,343
673240798075449344,1354,667
673213039743795200,2108,787
673148804208660480,1604,587
672997845381865473,1863,667
672995267319328768,897,270
672988786805112832,925,269
672984142909456390,1197,513
672980819271634944,1719,948
672975131468300288,1580,846
672970152493887488,897,336
672968025906282496,1258,502
672964561327235073,1349,607
672902681409806336,1289,462
672898206762672129,854,396
672884426393653248,1454,790
672877615439593473,977,328
672834301050937345,1243,535
672828477930868736,1184,458
672640509974827008,925,296
672622327801233409,1220,453
672614745925664768,1157,543
672609152938721280,1046,363
672604026190569472,1046,375
672594978741354496,1258,574
672591762242805761,903,312
672591271085670400,678,176
672538107540070400,968,341
672523490734551040,592,157
672488522314567680,1048,404
672482722825261057,1064,558
672481316919734272,683,122
672475084225949696,1367,654
672466075045466113,1284,496
672272411274932228,6071,3136
672267570918129665,1405,575
672264251789176834,1069,313
672256522047614977,2669,1434
672254177670729728,1356,696
672248013293752320,1636,563
672245253877968896,646,144
672239279297454080,851,303
672231046314901505,1719,945
672222792075620352,747,198
672205392827572224,2132,1077
672169685991993344,968,344
672160042234327040,834,335
672139350159835138,1644,649
672125275208069120,2258,1072
672095186491711488,937,342
672082170312290304,894,344
672068090318987265,1219,475
671896809300709376,8037,3905
671891728106971137,1242,534
671882082306625538,3275,1297
671879137494245376,1337,619
671874878652489728,1185,516
671866342182637568,1059,458
671855973984772097,847,407
671789708968640512,6669,3227
671768281401958400,1127,461
671763349865160704,1580,843
671744970634719232,1278,713
671743150407421952,712,223
671735591348891648,1363,701
671729906628341761,8015,4055
671561002136281088,12043,6756
671550332464455680,855,196
671547767500775424,1271,548
671544874165002241,1851,978
671542985629241344,1031,529
671538301157904385,877,359
671536543010570240,1109,376
671533943490011136,964,541
671528761649688577,793,239
671520732782923777,1314,494
671518598289059840,890,275
671511350426865664,1499,656
671504605491109889,6591,3325
671497587707535361,868,420
671488513339211776,943,449
671486386088865792,546,183
671485057807351808,717,220
671390180817915904,1359,694
671362598324076544,1045,277
671357843010908160,376,146
671355857343524864,456,112
671347597085433856,898,394
671186162933985280,692,193
671182547775299584,1050,314
671166507850801152,823,321
671163268581498880,1548,1024
671159727754231808,342,74
671154572044468225,665,205
671151324042559489,627,140
671147085991960577,623,201
671141549288370177,1087,611
671138694582165504,871,374
671134062904504320,700,176
671122204919246848,3282,2338
671115716440031232,1291,723
671109016219725825,1075,406
670995969505435648,1038,269
670842764863651840,23281,8106
670840546554966016,548,180
670838202509447168,1047,644
670833812859932673,408,113
670832455012716544,688,199
670826280409919488,5190,3786
670823764196741120,729,173
670822709593571328,573,89
670815497391357952,2986,1435
670811965569282048,1064,251
670807719151067136,1099,456
670804601705242624,1840,892
670803562457407488,319,83
670797304698376195,693,218
670792680469889025,778,257
670789397210615808,622,223
670786190031921152,561,187
670783437142401025,782,355
670782429121134593,1450,717
670780561024270336,749,269
670778058496974848,316,69
670764103623966721,1023,391
670755717859713024,414,98
670733412878163972,905,475
670727704916926465,785,331
670717338665226240,1116,446
670704688707301377,729,345
670691627984359425,555,224
670679630144274432,707,261
670676092097810432,230,38
670668383499735048,10068,4657
670474236058800128,1419,687
670468609693655041,338,82
670465786746662913,918,507
670452855871037440,518,189
670449342516494336,1141,604
670444955656130560,6349,1854
670442337873600512,609,186
670435821946826752,998,479
670434127938719744,1333,600
670433248821026816,311,103
670428280563085312,1309,575
670427002554466305,491,148
670421925039075328,1231,593
670420569653809152,581,292
670417414769758208,537,302
670411370698022913,1899,827
670408998013820928,523,204
670403879788544000,405,142
670385711116361728,531,191
670374371102445568,704,250
670361874861563904,309,60
670338931251150849,404,101
670319130621435904,3670,1135
670303360680108032,408,123
670290420111441920,656,266
670093938074779648,968,307
670086499208155136,655,232
670079681849372674,2085,1140
670073503555706880,1472,734
670069087419133954,586,222
670061506722140161,711,310
670055038660800512,626,302
670046952931721218,611,160
670040295598354432,709,104
670037189829525505,559,256
670003130994700288,314,84
669993076832759809,304,76
669972011175813120,414,144
669970042633789440,285,51
669942763794931712,473,148
669926384437997569,357,89
669923323644657664,222,53
669753178989142016,755,370
669749430875258880,244,61
669684865554620416,479,82
669683899023405056,357,102
669682095984410625,331,125
669680153564442624,628,266
669661792646373376,764,400
669625907762618368,3314,1684
669603084620980224,898,337
669597912108789760,484,140
669583744538451968,1399,862
669573570759163904,411,129
669571471778410496,1491,943
669567591774625800,220,48
669564461267722241,369,112
669393256313184256,337,69
669375718304980992,1248,676
669371483794317312,462,165
669367896104181761,432,140
669363888236994561,587,213
669359674819481600,348,113
669354382627049472,2535,1187
669353438988365824,591,241
669351434509529089,406,169
669328503091937280,955,387
669327207240699904,538,113
669324657376567296,465,195
669216679721873412,1117,377
669214165781868544,410,149
669203728096960512,945,435
669037058363662336,615,288
669015743032369152,697,346
669006782128353280,545,227
669000397445533696,19686,5928
668994913074286592,414,209
668992363537309700,702,316
668989615043424256,630,308
668988183816871936,847,428
668986018524233728,517,151
668981893510119424,507,280
668979806671884288,750,326
668975677807423489,1228,540
668967877119254528,136,21
668960084974809088,661,227
668955713004314625,259,65
668932921458302977,244,53
668902994700836864,299,92
668892474547511297,376,137
668872652652679168,497,280
668852170888998912,423,149
668826086256599040,406,124
668815180734689280,521,242
668779399630725120,672,343
668655139528511488,491,203
668645506898350081,816,488
668643542311546881,816,482
668641109086707712,1001,501
668636665813057536,972,458
668633411083464705,2633,1480
668631377374486528,665,296
668627278264475648,296,102
668625577880875008,359,120
668623201287675904,1334,696
668620235289837568,185,36
668614819948453888,580,298
668587383441514497,1574,991
668567822092664832,226,49
668544745690562560,481,212
668542336805281792,427,196
668537837512433665,239,67
668528771708952576,438,204
668507509523615744,306,96
668496999348633600,381,121
668484198282485761,399,219
668480044826800133,429,134
668466899341221888,838,473
668297328638447616,592,274
668291999406125056,229,29
668286279830867968,474,127
668274247790391296,771,219
668268907921326080,519,215
668256321989451776,1212,553
668248472370458624,895,440
668237644992782336,5820,2631
668226093875376128,275,94
668221241640230912,486,182
668204964695683073,526,182
668190681446379520,609,186
668171859951755264,455,174
668154635664932864,467,289
668142349051129856,542,260
668113020489474048,629,218
667937095915278337,1170,738
667924896115245057,275,100
667915453470232577,198,51
667911425562669056,463,275
667902449697558528,805,355
667886921285246976,1750,996
667885044254572545,772,433
667878741721415682,372,109
667873844930215936,589,377
667866724293877760,2855,962
667861340749471744,230,74
667832474953625600,275,57
667806454573760512,989,452
667801013445750784,307,87
667793409583771648,655,308
667782464991965184,390,230
667773195014021121,217,48
667766675769573376,410,201
667728196545200128,357,143
667724302356258817,448,296
667550904950915073,0,31
667550882905632768,0,28
667549055577362432,5409,2092
667546741521195010,317,115
667544320556335104,806,490
667538891197542400,192,60
667534815156183040,767,489
667530908589760512,437,220
667524857454854144,1595,1043
667517642048163840,345,179
667509364010450944,6379,1978
667502640335572993,509,206
667495797102141441,492,246
667491009379606528,487,208
667470559035432960,236,89
667455448082227200,179,56
